table	offset	size	member	type	field_type	count	flags	layer	tier	writers	readers
CAI_BaseActor	0x5fa0		m_hExpressionSceneEnt	EHANDLE		1		CAI_BaseNPC	sdk-order	1	0
CAI_BaseActor	0x5fa4	0x4	m_iszExpressionOverride	string_t	FIELD_STRING	1	KEY key=ExpressionOverride	CAI_BaseActor	datamap	1	0
CAI_BaseHumanoid	0x5fa8		m_iszIdleExpression	string_t		1		CAI_BaseActor	walked	1	0
CAI_BaseHumanoid	0x5fac		m_iszCombatExpression	string_t		1		CAI_BaseActor	walked	1	0
CAI_BaseHumanoid	0x5fb0		m_iszAlertExpression	string_t		1		CAI_BaseActor	walked	1	0
CAI_BaseHumanoid	0x5fb4		m_iszDeathExpression	string_t		1		CAI_BaseActor	walked	1	0
CAI_BaseHumanoid	0x6024		m_scriptMove	CUtlVector<AI_Movementscript_t>		1		CAI_BaseActor	walked	1	0
CAI_BaseHumanoid	0x6028		m_scriptMove.m_Memory.m_nAllocationCount	int		1		CAI_BaseActor	walked	1	0
CAI_BaseHumanoid	0x602c		m_scriptMove.m_Memory.m_nGrowSize	int		1		CAI_BaseActor	walked	1	0
CAI_BaseHumanoid	0x6030		m_scriptMove.m_Size	int		1		CAI_BaseActor	walked	1	0
CAI_BaseHumanoid	0x6034		m_scriptMove.m_pElements	AI_Movementscript_t*		1		CAI_BaseActor	walked	1	0
CAI_BaseHumanoid	0x6038		m_scriptTurn	CUtlVector<AI_Movementscript_t>		1		CAI_BaseActor	walked	1	0
CAI_BaseHumanoid	0x603c		m_scriptTurn.m_Memory.m_nAllocationCount	int		1		CAI_BaseActor	walked	1	0
CAI_BaseHumanoid	0x6040		m_scriptTurn.m_Memory.m_nGrowSize	int		1		CAI_BaseActor	walked	1	0
CAI_BaseHumanoid	0x6044		m_scriptTurn.m_Size	int		1		CAI_BaseActor	walked	1	0
CAI_BaseHumanoid	0x6048		m_scriptTurn.m_pElements	AI_Movementscript_t*		1		CAI_BaseActor	walked	1	0
CAI_ExpressiveNPC	0x5f44		CAI_ExpresserSink::vftable	vftable*		1		CAI_BaseNPC	walked	1	1
CAI_ExpressiveNPC	0x5f48		m_pExpresser	CAI_Expresser*		1		CAI_BaseNPC	walked	1	4
CCineNPC	0x5f44	0x4	m_iszPreIdle	string_t	FIELD_STRING	1	KEY key=m_iszIdle	CCineNPC	datamap		
CCineNPC	0x5f48	0x4	m_iszPlay	string_t	FIELD_STRING	1	KEY key=m_iszPlay	CCineNPC	datamap		
CCineNPC	0x5f4c	0x4	m_iszPostIdle	string_t	FIELD_STRING	1	KEY key=m_iszPostIdle	CCineNPC	datamap		
CCineNPC	0x5f50	0x4	m_iszCustomMove	string_t	FIELD_STRING	1	KEY key=m_iszCustomMove	CCineNPC	datamap		
CCineNPC	0x5f54	0x4	m_iszEntity	string_t	FIELD_STRING	1	KEY key=m_iszEntity	CCineNPC	datamap		
CCineNPC	0x5f58	0x4	m_iszNextScript	string_t	FIELD_STRING	1	KEY key=m_iszNextScript	CCineNPC	datamap		
CCineNPC	0x5f5c	0x4	m_iszLinkedSequence	string_t	FIELD_STRING	1	KEY key=m_iszLinkedSequence	CCineNPC	datamap		
CCineNPC	0x5f60	0x4	m_fMoveTo	int	FIELD_INTEGER	1	KEY key=m_fMoveTo	CCineNPC	datamap		
CCineNPC	0x5f64	0x4	m_iFinishSchedule	int	FIELD_INTEGER	1	KEY key=m_iFinishSchedule	CCineNPC	datamap		
CCineNPC	0x5f68	0x4	m_flRadius	float	FIELD_FLOAT	1	KEY key=m_flRadius	CCineNPC	datamap		
CCineNPC	0x5f6c	0x4	m_flRepeat	float	FIELD_FLOAT	1	KEY key=m_flRepeat	CCineNPC	datamap		
CCineNPC	0x5f70	0x4	m_iDelay	int	FIELD_INTEGER	1		CCineNPC	datamap		
CCineNPC	0x5f74	0x4	m_startTime	float	FIELD_TIME	1		CCineNPC	datamap		
CCineNPC	0x5f78	0x4	m_saved_movetype	int	FIELD_INTEGER	1		CCineNPC	datamap		
CCineNPC	0x5f7c	0x4	m_saved_movecollide	int	FIELD_INTEGER	1		CCineNPC	datamap		
CCineNPC	0x5f80	0x4	m_saved_solid	int	FIELD_INTEGER	1		CCineNPC	datamap		
CCineNPC	0x5f84	0x4	m_saved_solidflags	int	FIELD_INTEGER	1		CCineNPC	datamap		
CCineNPC	0x5f88	0x4	m_saved_effects	int	FIELD_INTEGER	1		CCineNPC	datamap		
CCineNPC	0x5f8c	0x4	m_saved_troika_flags	int	FIELD_INTEGER	1		CCineNPC	datamap		
CCineNPC	0x5f90	0x1	m_interruptable	bool	FIELD_BOOLEAN	1		CCineNPC	datamap		
CCineNPC	0x5f91	0x1	m_sequenceStarted	bool	FIELD_BOOLEAN	1		CCineNPC	datamap		
CCineNPC	0x5f94	0x4	m_hNextCine	EHANDLE	FIELD_EHANDLE	1		CCineNPC	datamap	1	0
CCineNPC	0x5f98		m_pLastFoundEntity	CBaseEntity*		1		CCineNPC	walked	1	0
CCineNPC	0x5f9c	0x18	m_OnBeginSequence	COutputEvent	FIELD_CUSTOM	1	KEY OUTPUT key=OnBeginSequence	CCineNPC	datamap		
CCineNPC	0x5fb4	0x18	m_OnEndSequence	COutputEvent	FIELD_CUSTOM	1	KEY OUTPUT key=OnEndSequence	CCineNPC	datamap		
CCineNPC	0x5fcc	0x18	m_OnScriptEvent[0]	COutputEvent	FIELD_CUSTOM	1	KEY OUTPUT key=OnScriptEvent01	CCineNPC	datamap		
CCineNPC	0x5fe4	0x18	m_OnScriptEvent[1]	COutputEvent	FIELD_CUSTOM	1	KEY OUTPUT key=OnScriptEvent02	CCineNPC	datamap		
CCineNPC	0x5ffc	0x18	m_OnScriptEvent[2]	COutputEvent	FIELD_CUSTOM	1	KEY OUTPUT key=OnScriptEvent03	CCineNPC	datamap		
CCineNPC	0x6014	0x18	m_OnScriptEvent[3]	COutputEvent	FIELD_CUSTOM	1	KEY OUTPUT key=OnScriptEvent04	CCineNPC	datamap		
CCineNPC	0x602c	0x18	m_OnScriptEvent[4]	COutputEvent	FIELD_CUSTOM	1	KEY OUTPUT key=OnScriptEvent05	CCineNPC	datamap		
CCineNPC	0x6044	0x18	m_OnScriptEvent[5]	COutputEvent	FIELD_CUSTOM	1	KEY OUTPUT key=OnScriptEvent06	CCineNPC	datamap		
CCineNPC	0x605c	0x18	m_OnScriptEvent[6]	COutputEvent	FIELD_CUSTOM	1	KEY OUTPUT key=OnScriptEvent07	CCineNPC	datamap		
CCineNPC	0x6074	0x18	m_OnScriptEvent[7]	COutputEvent	FIELD_CUSTOM	1	KEY OUTPUT key=OnScriptEvent08	CCineNPC	datamap		
CNPCMaker	0x665c	0x4	m_iszNPCClassname	string_t	FIELD_STRING	1	KEY key=NPCType	CNPCMaker	datamap	0	2
CNPCMaker	0x6660	0x4	m_iMaxNumNPCs	int	FIELD_INTEGER	1	KEY key=MaxNPCCount	CNPCMaker	datamap	1	1
CNPCMaker	0x6664	0x4	m_flSpawnFrequency	float	FIELD_FLOAT	1	KEY key=SpawnFrequency	CNPCMaker	datamap		
CNPCMaker	0x6668	0x18	m_OnSpawnNPC	COutputEvent	FIELD_CUSTOM	1	KEY OUTPUT key=OnSpawnNPC	CNPCMaker	datamap	0	2
CNPCMaker	0x6680	0x18	m_OnNPCDied	COutputEvent	FIELD_CUSTOM	1	KEY OUTPUT key=OnNPCDied	CNPCMaker	datamap		
CNPCMaker	0x6698	0x18	m_OnLastNPCDied	COutputEvent	FIELD_CUSTOM	1	KEY OUTPUT key=OnLastNPCDied	CNPCMaker	datamap		
CNPCMaker	0x66b0	0x4	m_cLiveChildren	int	FIELD_INTEGER	1		CNPCMaker	datamap	1	2
CNPCMaker	0x66b4	0x4	m_iMaxLiveChildren	int	FIELD_INTEGER	1	KEY key=MaxLiveChildren	CNPCMaker	datamap	0	1
CNPCMaker	0x66b8	0x4	m_flGround	float	FIELD_FLOAT	1		CNPCMaker	datamap	2	2
CNPCMaker	0x66bc	0x4	m_ChildTargetName	string_t	FIELD_STRING	1	KEY key=NPCTargetname	CNPCMaker	datamap	0	2
CNPCMaker	0x66c0	0x1	m_bDisabled	bool	FIELD_BOOLEAN	1	KEY key=Flag_StartDisabled	CNPCMaker	datamap		
CNPCMaker	0x66c1	0x1	m_bNPCClip	bool	FIELD_BOOLEAN	1	KEY key=Flag_NPCClip	CNPCMaker	datamap	0	1
CNPCMaker	0x66c2	0x1	m_bFade	bool	FIELD_BOOLEAN	1	KEY key=Flag_Fade	CNPCMaker	datamap	0	2
CNPCMaker	0x66c3	0x1	m_bInfChild	bool	FIELD_BOOLEAN	1	KEY key=Flag_InfChild	CNPCMaker	datamap	0	1
CNPCMaker	0x66c4	0x1	m_bNoDrop	bool	FIELD_BOOLEAN	1	KEY key=Flag_NoDrop	CNPCMaker	datamap	0	1
CNPCMaker	0x66c5	0x1	m_bViewCone	bool	FIELD_BOOLEAN	1	KEY key=Flag_ViewCone	CNPCMaker	datamap	0	1
CNPCMaker	0x66c8	0x4	m_iMinPCDistance	int	FIELD_INTEGER	1	KEY key=MinPCDistance	CNPCMaker	datamap	0	1
CNPCMaker	0x66cc		m_szMapDataBuffer	char		4096		CNPCMaker	walked	0	2
CNPCMaker	0x76cc	0x4	m_sRefMapDataBuffer	string_t	FIELD_STRING	1		CNPCMaker	datamap	0	1
CNPCMaker_Zombie	0x76d0	0x4	m_iZombieAISpawnType	int	FIELD_INTEGER	1	KEY key=Flag_ZombieAIType	CNPCMaker_Zombie	datamap	0	1
CNPCMaker_Zombie	0x76d4	0x1	m_bShouldRagdoll	bool	FIELD_BOOLEAN	1	KEY key=should_ragdoll	CNPCMaker_Zombie	datamap		
CNPCMaker_Zombie	0x76d8	0x4	m_flRemoveDist	float	FIELD_FLOAT	1	KEY key=remove_distance	CNPCMaker_Zombie	datamap	1	1
CNPC_Bullseye	0x5f44	0x4	m_hPainPartner	EHANDLE	FIELD_EHANDLE	1		CNPC_Bullseye	datamap	1	0
CNPC_Bullseye	0x5f48	0x18	m_OnTargeted	COutputEvent	FIELD_CUSTOM	1	KEY OUTPUT key=OnTargeted	CNPC_Bullseye	datamap		
CNPC_Bullseye	0x5f60	0x18	m_OnReleased	COutputEvent	FIELD_CUSTOM	1	KEY OUTPUT key=OnReleased	CNPC_Bullseye	datamap		
CNPC_Crow	0x5f48	0x4	m_flGroundIdleMoveTime	float	FIELD_TIME	1		CNPC_Crow	datamap		
CNPC_Crow	0x5f4c		m_flEnemyDist	float		1		CNPC_Crow	sdk-order	1	3
CNPC_Crow	0x5f50	0x4	m_nMorale	int	FIELD_INTEGER	1		CNPC_Crow	datamap		
CNPC_Crow	0x5f54	0x1	m_bReachedMoveGoal	bool	FIELD_BOOLEAN	1		CNPC_Crow	datamap		
CNPC_Crow	0x5f58	0x4	m_flHopStartZ	float	FIELD_FLOAT	1		CNPC_Crow	datamap		
CNPC_VAnimal	0x665c	0x4	m_iPlayerFriendshipState	int	FIELD_INTEGER	1		CNPC_VAnimal	datamap	1	0
CNPC_VAnimal	0x6660	0x1	m_bPlayerAttackedMe	bool	FIELD_BOOLEAN	1		CNPC_VAnimal	datamap		
CNPC_VAnimal	0x6664	0x4	m_iFriendshipLevel	int	FIELD_INTEGER	1	KEY key=friendship_level	CNPC_VAnimal	datamap		
CNPC_VAnimal	0x6668	0x4	m_flWarnRange	float	FIELD_FLOAT	1	KEY key=warn_range	CNPC_VAnimal	datamap		
CNPC_VAnimal	0x666c	0x4	m_flConflictRange	float	FIELD_FLOAT	1	KEY key=conflict_range	CNPC_VAnimal	datamap		
CNPC_VBach	0x6664	0xc	m_vecLastOccludeOrigin	Vector	FIELD_VECTOR	1		CNPC_VBach	datamap		
CNPC_VBach	0x6670	0x4	m_flOccludeEnterTime	float	FIELD_TIME	1		CNPC_VBach	datamap		
CNPC_VBach	0x6674	0x4	m_iWasOccluded	int	FIELD_INTEGER	1		CNPC_VBach	datamap		
CNPC_VBach	0x6678	0x4	m_iReusedOccludeCount	int	FIELD_INTEGER	1		CNPC_VBach	datamap		
CNPC_VBach	0x667c	0x4	m_iGrenadeActive	int	FIELD_INTEGER	1		CNPC_VBach	datamap		
CNPC_VBach	0x6680	0x4	m_flLastGrenadeTime	float	FIELD_TIME	1		CNPC_VBach	datamap		
CNPC_VBach	0x6684	0x4	m_flShieldTime	float	FIELD_TIME	1		CNPC_VBach	datamap		
CNPC_VBach	0x6688	0x4	m_flNextShieldTime	float	FIELD_TIME	1		CNPC_VBach	datamap		
CNPC_VBach	0x668c	0x4	m_flNextWeaponSwitchTime	float	FIELD_TIME	1		CNPC_VBach	datamap		
CNPC_VBach	0x6690	0x4	m_flNextHolyLightTime	float	FIELD_TIME	1		CNPC_VBach	datamap	2	0
CNPC_VBach	0x6694	0x4	m_flWarningTime	float	FIELD_TIME	1		CNPC_VBach	datamap		
CNPC_VBach	0x6698	0x4	m_flSkipToWarningTime	float	FIELD_FLOAT	1		CNPC_VBach	datamap		
CNPC_VBach	0x669c	0x4	m_iBachTeleportState	int	FIELD_INTEGER	1		CNPC_VBach	datamap		
CNPC_VBach	0x66a0	0x1	m_bCamperFlag	bool	FIELD_BOOLEAN	1		CNPC_VBach	datamap		
CNPC_VBach	0x66a1	0x1	m_bBachInStartingPosition	bool	FIELD_BOOLEAN	1		CNPC_VBach	datamap		
CNPC_VBach	0x66a2	0x1	m_bSkipToWarning	bool	FIELD_BOOLEAN	1		CNPC_VBach	datamap		
CNPC_VBach	0x66a3	0x1	m_bFireOccluded	bool	FIELD_BOOLEAN	1		CNPC_VBach	datamap	1	1
CNPC_VBach	0x66a4		m_bAimedShotReady	bool		1		CNPC_VBach	walked	3	1
CNPC_VBach	0x66a5	0x1	m_bShieldActive	bool	FIELD_BOOLEAN	1		CNPC_VBach	datamap		
CNPC_VBach	0x66a6		m_bTookDamageSinceGather	bool		1		CNPC_VBach	walked	3	0
CNPC_VBach	0x66a7	0x1	m_bMovementSpot	bool	FIELD_BOOLEAN	1		CNPC_VBach	datamap		
CNPC_VBach	0x66a8	0x1	m_bCanFightYet	bool	FIELD_BOOLEAN	1		CNPC_VBach	datamap		
CNPC_VBach	0x66a9		m_ScheduleLoader	CNPC_VBach::CScheduleLoader		1		CNPC_VBach	walked	0	1
CNPC_VCameraSecurity	0x6660	0x4	m_iszLinkedCamera	string_t	FIELD_STRING	1	KEY key=linked_camera	CNPC_VCameraSecurity	datamap	1	0
CNPC_VCameraSecurity	0x6664		m_hLinkedCamera	EHANDLE		1		CNPC_VCameraSecurity	walked	1	0
CNPC_VCop	0x6664	0x4	m_hPursuitPlayer	EHANDLE	FIELD_EHANDLE	1		CNPC_VCop	datamap	1	0
CNPC_VCop	0x6668	0x4	m_eOldPlayerRelationType	int	FIELD_INTEGER	1		CNPC_VCop	datamap		
CNPC_VCop	0x666c	0x4	m_iOldPlayerRelationPriority	int	FIELD_INTEGER	1		CNPC_VCop	datamap		
CNPC_VCop	0x6670	0x1	m_bWasEverInCombat	bool	FIELD_BOOLEAN	1		CNPC_VCop	datamap		
CNPC_VCop	0x6671	0x1	m_bCountedAlive	bool	FIELD_BOOLEAN	1		CNPC_VCop	datamap		
CNPC_VCop	0x6673		m_ScheduleLoader	CNPC_VCop::CScheduleLoader		1		CNPC_VCop	walked	0	1
CNPC_VGargoyle	0x6664	0x18	m_OnGibDeath	COutputEvent	FIELD_CUSTOM	1	KEY OUTPUT key=OnGibDeath	CNPC_VGargoyle	datamap		
CNPC_VGargoyle	0x667c	0x4	m_hPillarTarget	EHANDLE	FIELD_EHANDLE	1		CNPC_VGargoyle	datamap	1	0
CNPC_VGargoyle	0x6680	0x4	m_iShunnedFindPillar	int	FIELD_INTEGER	1		CNPC_VGargoyle	datamap		
CNPC_VGargoyle	0x6684	0x4	m_iDoingGibDeath	int	FIELD_INTEGER	1		CNPC_VGargoyle	datamap		
CNPC_VGargoyle	0x6688	0x4	m_iCanKnockback	int	FIELD_INTEGER	1		CNPC_VGargoyle	datamap		
CNPC_VGuard1	0x6660	0x1	m_fHatesPlayer	bool	FIELD_BOOLEAN	1		CNPC_VGuard1	datamap		
CNPC_VGuard1	0x6661		m_ScheduleLoader	CNPC_VGuard1::CScheduleLoader		1		CNPC_VGuard1	walked	0	1
CNPC_VHengeyokai	0x6664	0x4	m_hPickupTarget	EHANDLE	FIELD_EHANDLE	1		CNPC_VHengeyokai	datamap	1	0
CNPC_VHengeyokai	0x6668	0x4	m_iPickupTargetGrabBone	int	FIELD_INTEGER	1		CNPC_VHengeyokai	datamap		
CNPC_VHengeyokai	0x666c	0x4	m_flFishTimer	float	FIELD_TIME	1		CNPC_VHengeyokai	datamap		
CNPC_VHengeyokai	0x6670	0x4	m_flShunnedFishTimer	float	FIELD_TIME	1		CNPC_VHengeyokai	datamap		
CNPC_VHengeyokai	0x6674	0x4	m_flTaskFailTimer	float	FIELD_TIME	1		CNPC_VHengeyokai	datamap		
CNPC_VHengeyokai	0x6678	0x4	m_iShunnedFindFish	int	FIELD_INTEGER	1		CNPC_VHengeyokai	datamap		
CNPC_VHengeyokai	0x667c	0x1	m_bJustFoundFish	bool	FIELD_BOOLEAN	1		CNPC_VHengeyokai	datamap		
CNPC_VHengeyokai	0x667d	0x1	m_bDidFakeThrow	bool	FIELD_BOOLEAN	1		CNPC_VHengeyokai	datamap		
CNPC_VHengeyokai	0x6680		m_ePathMode	int		1		CNPC_VHengeyokai	walked	3	0
CNPC_VHengeyokai	0x6684	0xc	m_vecPickupTargetPos	Vector	FIELD_POSITION_VECTOR	1		CNPC_VHengeyokai	datamap		
CNPC_VHengeyokai	0x6690	0x4	m_hPhysicsAnimlink	EHANDLE	FIELD_EHANDLE	1		CNPC_VHengeyokai	datamap	1	0
CNPC_VHengeyokai	0x6694	0x1	m_bInSharkForm	bool	FIELD_BOOLEAN	1		CNPC_VHengeyokai	datamap		
CNPC_VHengeyokai	0x6698		m_SecurePickupParam	CSecureType<int>		1		CNPC_VHengeyokai	unsettled	1	0
CNPC_VHengeyokai	0x669d		m_SecurePickupParam.m_nKey1	unsigned char		1		CNPC_VHengeyokai	walked	1	0
CNPC_VHengeyokai	0x66a0		m_SecurePickupParam.m_nEncoded	int		1		CNPC_VHengeyokai	walked	1	0
CNPC_VHengeyokai	0x66a4		m_BlacklistedEntities	CUtlVector<BlacklistedEntity_t>		1		CNPC_VHengeyokai	walked	1	1
CNPC_VHengeyokai	0x66a8		m_BlacklistedEntities.m_Memory.m_nAllocationCount	int		1		CNPC_VHengeyokai	walked	1	1
CNPC_VHengeyokai	0x66ac		m_BlacklistedEntities.m_Memory.m_nGrowSize	int		1		CNPC_VHengeyokai	walked	1	0
CNPC_VHengeyokai	0x66b0		m_BlacklistedEntities.m_Size	int		1		CNPC_VHengeyokai	walked	1	0
CNPC_VHengeyokai	0x66b4		m_BlacklistedEntities.m_pElements	BlacklistedEntity_t*		1		CNPC_VHengeyokai	walked	1	0
CNPC_VHunter	0x6664	0x4	m_hPursuitPlayer	EHANDLE	FIELD_EHANDLE	1		CNPC_VHunter	datamap	1	0
CNPC_VManBat	0x6664	0x1	m_bReachedMoveGoal	bool	FIELD_BOOLEAN	1		CNPC_VManBat	datamap		
CNPC_VManBat	0x6668	0xc	m_iMoveGoalNodeMode	MvsnSec::CSecureType<int>	FIELD_CUSTOM	1		CNPC_VManBat	datamap	1	0
CNPC_VManBat	0x666c		m_iMoveGoalNodeMode.m_Coded.m_Salt[0]	unsigned char		1		CNPC_VManBat	walked	1	0
CNPC_VManBat	0x666d		m_iMoveGoalNodeMode.m_Coded.m_Salt[1]	unsigned char		1		CNPC_VManBat	walked	2	0
CNPC_VManBat	0x6670		m_iMoveGoalNodeMode.m_Coded.m_nEncoded	int		1		CNPC_VManBat	walked	2	4
CNPC_VManBat	0x6674	0x4	m_iMoveGoalNodeID	int	FIELD_INTEGER	1		CNPC_VManBat	datamap		
CNPC_VManBat	0x6678	0x4	m_flFlapTimer	float	FIELD_TIME	1		CNPC_VManBat	datamap		
CNPC_VManBat	0x667c	0x4	m_flFlyTimer	float	FIELD_TIME	1		CNPC_VManBat	datamap		
CNPC_VManBat	0x6680	0x4	m_hSlowedEntity	EHANDLE	FIELD_EHANDLE	1		CNPC_VManBat	datamap	1	0
CNPC_VManBat	0x6684	0x4	m_flSlowedExpire	float	FIELD_TIME	1		CNPC_VManBat	datamap		
CNPC_VManBat	0x6688	0x4	m_pFlyNode	CBaseEntity*	FIELD_CLASSPTR	1		CNPC_VManBat	datamap		
CNPC_VManBat	0x668c	0x4	m_hPickupTarget	EHANDLE	FIELD_EHANDLE	1		CNPC_VManBat	datamap	1	0
CNPC_VManBat	0x6690	0x4	m_hPhysicsAnimlink	EHANDLE	FIELD_EHANDLE	1		CNPC_VManBat	datamap	1	0
CNPC_VManBat	0x6694	0x1	m_bPickupTargetBreakable	bool	FIELD_BOOLEAN	1		CNPC_VManBat	datamap		
CNPC_VManBat	0x6698	0x4	m_iMaxScriptNode	int	FIELD_INTEGER	1		CNPC_VManBat	datamap		
CNPC_VManBat	0x669c		m_hPlayerEmitter	EHANDLE		1		CNPC_VManBat	walked	1	0
CNPC_VManBat	0x66a0		m_hHUDEmitter	EHANDLE		1		CNPC_VManBat	walked	1	0
CNPC_VManBat	0x66a4		m_hScreechConeEmitter	EHANDLE		1		CNPC_VManBat	walked	2	1
CNPC_VManBat	0x66a8		m_hBlastPlayerEmitter	EHANDLE		1		CNPC_VManBat	walked	1	0
CNPC_VManBat	0x66ac	0x4	m_hFlyByTarget	EHANDLE	FIELD_EHANDLE	1		CNPC_VManBat	datamap	1	0
CNPC_VManBat	0x66b0	0x1	m_bHasScaredMinions	bool	FIELD_BOOLEAN	1		CNPC_VManBat	datamap		
CNPC_VManBat	0x66b4	0x4	m_flCoastTimer	float	FIELD_TIME	1		CNPC_VManBat	datamap		
CNPC_VManBat	0x66b8	0x1	m_bHasPlayedFlyBySound	bool	FIELD_BOOLEAN	1		CNPC_VManBat	datamap		
CNPC_VManBat	0x66b9		m_ScheduleLoader	CNPC_VManBat::CScheduleLoader		1		CNPC_VManBat	walked	0	1
CNPC_VMingXiao	0x665c		m_BlacklistedEntities	CUtlVector<BlacklistedEntity_t>		1		CAI_BaseNPCTroika	walked	1	2
CNPC_VMingXiao	0x665c		m_BlacklistedEntities.m_Memory.m_pMemory	BlacklistedEntity_t*		1		CAI_BaseNPCTroika	walked		
CNPC_VMingXiao	0x6660		m_BlacklistedEntities.m_Memory.m_nAllocationCount	int		1		CAI_BaseNPCTroika	walked	1	0
CNPC_VMingXiao	0x6664		m_BlacklistedEntities.m_Memory.m_nGrowSize	int		1		CAI_BaseNPCTroika	walked	0	1
CNPC_VMingXiao	0x6668		m_BlacklistedEntities.m_Size	int		1		CAI_BaseNPCTroika	walked	2	0
CNPC_VMingXiao	0x666c		m_BlacklistedEntities.m_pElements	BlacklistedEntity_t*		1		CAI_BaseNPCTroika	walked	2	0
CNPC_VMingXiao	0x6670	0x4	m_hParentMingZhao	EHANDLE	FIELD_EHANDLE	1		CNPC_VMingXiao	datamap	1	0
CNPC_VMingXiao	0x6674	0x4	m_iTentacleID	int	FIELD_INTEGER	1		CNPC_VMingXiao	datamap		
CNPC_VMingXiao	0x6678	0x1	m_bHasTransformed	bool	FIELD_BOOLEAN	1		CNPC_VMingXiao	datamap		
CNPC_VMingXiao	0x667c	0x4	m_hMeleeWeapon	EHANDLE	FIELD_EHANDLE	1		CNPC_VMingXiao	datamap	1	0
CNPC_VMingXiao	0x6680	0x4	m_hRangedWeapon	EHANDLE	FIELD_EHANDLE	1		CNPC_VMingXiao	datamap	1	0
CNPC_VMingXiao	0x6684	0x6	m_rbProxyRegistered	bool	FIELD_BOOLEAN	6		CNPC_VMingXiao	datamap		
CNPC_VMingXiao	0x668c	0x18	m_rhProxies	EHANDLE	FIELD_EHANDLE	6		CNPC_VMingXiao	datamap		
CNPC_VMingXiao	0x66a4	0x4	m_flProxyReadyTimer	float	FIELD_TIME	1		CNPC_VMingXiao	datamap		
CNPC_VMingXiao	0x66a8	0x18	m_rhSeveredTentacles	EHANDLE	FIELD_EHANDLE	6		CNPC_VMingXiao	datamap		
CNPC_VMingXiao	0x66c0	0x4	m_flSpitAttackTimer	float	FIELD_TIME	1		CNPC_VMingXiao	datamap		
CNPC_VMingXiao	0x66c4	0x18	m_rflAttackTimers	float	FIELD_TIME	6		CNPC_VMingXiao	datamap		
CNPC_VMingXiao	0x66dc	0x18	m_rflHitPoints	float	FIELD_FLOAT	6		CNPC_VMingXiao	datamap		
CNPC_VMingXiao	0x66f4	0x18	m_rflRegrowTimers	float	FIELD_TIME	6		CNPC_VMingXiao	datamap		
CNPC_VMingXiao	0x670c	0x4	m_iConnectedTentacleCount	int	FIELD_INTEGER	1		CNPC_VMingXiao	datamap		
CNPC_VMingXiao	0x6710	0x4	m_iSeveredTentacleMask	int	FIELD_INTEGER	1		CNPC_VMingXiao	datamap		
CNPC_VMingXiao	0x6714	0x4	m_eLastLostTentacle	int	FIELD_INTEGER	1		CNPC_VMingXiao	datamap		
CNPC_VMingXiao	0x6718	0x4	m_hThrowObject	EHANDLE	FIELD_EHANDLE	1		CNPC_VMingXiao	datamap	1	0
CNPC_VMingXiao	0x671c	0x4	m_eThrowingTentacle	int	FIELD_INTEGER	1		CNPC_VMingXiao	datamap		
CNPC_VMingXiao	0x6720	0xc	m_vecPickupTargetPos	Vector	FIELD_VECTOR	1		CNPC_VMingXiao	datamap		
CNPC_VMingXiao	0x672c	0xc	m_vecPickupSavedForward	Vector	FIELD_VECTOR	1		CNPC_VMingXiao	datamap		
CNPC_VMingXiao	0x6738	0x4	m_hPhysicsAnimlink	EHANDLE	FIELD_EHANDLE	1		CNPC_VMingXiao	datamap	1	0
CNPC_VMingXiao	0x673c	0x4	m_eThrowableObjectMode	int	FIELD_INTEGER	1		CNPC_VMingXiao	datamap		
CNPC_VMingXiao	0x6740	0x4	m_iCoordinateTentacleID	int	FIELD_INTEGER	1		CNPC_VMingXiao	datamap		
CNPC_VMingXiao	0x6744	0x1	m_bPlayedDeathAnim	bool	FIELD_BOOLEAN	1		CNPC_VMingXiao	datamap		
CNPC_VMingXiao	0x6748	0x4	m_flIdealRange	float	FIELD_FLOAT	1		CNPC_VMingXiao	datamap		
CNPC_VMingXiao	0x674c	0x4	m_flChargeReadyTime	float	FIELD_TIME	1		CNPC_VMingXiao	datamap		
CNPC_VMingXiao	0x6750	0x1	m_bBlockedByFriend	bool	FIELD_BOOLEAN	1		CNPC_VMingXiao	datamap		
CNPC_VMingXiao	0x6751		m_ScheduleLoader	CNPC_VMingXiao::CScheduleLoader		1		CNPC_VMingXiao	walked	0	1
CNPC_VMingXiaoTentacle	0x665c	0x4	m_hMingXiao	EHANDLE	FIELD_EHANDLE	1		CNPC_VMingXiaoTentacle	datamap	1	0
CNPC_VMingXiaoTentacle	0x6660	0x4	m_iTentacleID	int	FIELD_INTEGER	1		CNPC_VMingXiaoTentacle	datamap		
CNPC_VMingXiaoTentacle	0x6664	0x4	m_iModeIndexTentacleToGrub	int	FIELD_INTEGER	1		CNPC_VMingXiaoTentacle	datamap		
CNPC_VMingXiaoTentacle	0x6668	0x4	m_iModeIndexGrub	int	FIELD_INTEGER	1		CNPC_VMingXiaoTentacle	datamap		
CNPC_VMingXiaoTentacle	0x666c	0x4	m_iModeIndexGrubToProxy	int	FIELD_INTEGER	1		CNPC_VMingXiaoTentacle	datamap		
CNPC_VMingXiaoTentacle	0x6670	0x4	m_ePhase	int	FIELD_INTEGER	1		CNPC_VMingXiaoTentacle	datamap		
CNPC_VMingXiaoTentacle	0x6674	0x4	m_flPhaseExpireTimer	float	FIELD_TIME	1		CNPC_VMingXiaoTentacle	datamap		
